id,room_type,price,latitude,longitude
14411603,Private room,91,40.45513,-3.61338
14416041,Entire home/apt,58,40.41054,-3.71538
14418694,Private room,40,40.42074,-3.7007
14421409,Private room,19,40.41193,-3.69692
14421923,Private room,22,40.41045,-3.6942
14439321,Private room,68,40.4067,-3.68224
14442801,Entire home/apt,50,40.46513,-3.69959
14445356,Entire home/apt,85,40.40695,-3.67512
14447133,Entire home/apt,68,40.4281,-3.65188
14458953,Entire home/apt,35,40.40982,-3.70728
14458976,Entire home/apt,85,40.42324,-3.7006
14463358,Entire home/apt,5740,40.41063,-3.69814
14471486,Entire home/apt,58,40.41138,-3.70401
14472643,Private room,40,40.43548,-3.65206
14480333,Entire home/apt,55,40.41132,-3.70314
14482269,Entire home/apt,2000,40.42913,-3.67432
14485245,Entire home/apt,100,40.41583,-3.6978
14485893,Entire home/apt,96,40.41684,-3.70598
14486045,Entire home/apt,85,40.41919,-3.71016
14495975,Entire home/apt,893,40.45505,-3.61194
14496382,Entire home/apt,49,40.40977,-3.70024
14497321,Entire home/apt,45,40.41429,-3.69919
14498990,Entire home/apt,74,40.42997,-3.72045
14503436,Private room,19,40.39617,-3.66524
14514754,Entire home/apt,100,40.42493,-3.71107
14521034,Entire home/apt,80,40.41015,-3.73999
14528986,Private room,55,40.42189,-3.70138
14529994,Entire home/apt,95,40.42185,-3.71675
14548682,Entire home/apt,90,40.45202,-3.70579
14561759,Entire home/apt,89,40.41249,-3.69417
14561771,Private room,81,40.45337,-3.61312
14562390,Entire home/apt,89,40.41242,-3.69419
14564015,Entire home/apt,89,40.41227,-3.69415
14564175,Entire home/apt,89,40.41251,-3.69538
14564633,Private room,25,40.40538,-3.73291
14565087,Private room,16,40.40916,-3.70447
14565110,Entire home/apt,89,40.41242,-3.69446
14566617,Entire home/apt,89,40.4109,-3.69568
14566789,Entire home/apt,89,40.41194,-3.69405
14567046,Entire home/apt,89,40.41115,-3.6939
14567517,Private room,65,40.4534,-3.61353
14567807,Entire home/apt,89,40.41185,-3.69564
14568066,Entire home/apt,89,40.41233,-3.69535
14568248,Entire home/apt,89,40.41239,-3.6943
14568528,Entire home/apt,89,40.41088,-3.69367
14568768,Entire home/apt,89,40.41083,-3.69373
14568994,Entire home/apt,89,40.41192,-3.69383
14569093,Entire home/apt,80,40.40182,-3.70162
14569162,Entire home/apt,89,40.41021,-3.69358
14569341,Entire home/apt,89,40.41198,-3.69407
14569945,Entire home/apt,96,40.42398,-3.70289
14574259,Entire home/apt,95,40.41079,-3.71081
14579567,Entire home/apt,65,40.41236,-3.70549
14582385,Entire home/apt,57,40.41678,-3.70454
14586191,Entire home/apt,160,40.41662,-3.67717
14597900,Entire home/apt,123,40.41789,-3.7099
14598996,Entire home/apt,70,40.46144,-3.69965
14604010,Entire home/apt,98,40.41607,-3.70631
14606893,Entire home/apt,70,40.4577,-3.69269
14612247,Entire home/apt,100,40.42298,-3.68077
14620999,Entire home/apt,150,40.43187,-3.71099
14626456,Entire home/apt,128,40.42346,-3.67649
14627849,Entire home/apt,122,40.4281,-3.6702
14642652,Private room,50,40.3447,-3.67711
14649505,Entire home/apt,70,40.41356,-3.69678
14652492,Entire home/apt,214,40.44048,-3.67864
14660403,Private room,40,40.39125,-3.72402
14664093,Entire home/apt,120,40.48193,-3.73944
14664108,Entire home/apt,52,40.41676,-3.7019
14667498,Private room,37,40.4167,-3.67382
14671825,Entire home/apt,55,40.42093,-3.70206
14681869,Entire home/apt,70,40.40907,-3.67624
14683007,Private room,20,40.38899,-3.64281
14701898,Private room,40,40.40681,-3.70031
14701968,Private room,30,40.43448,-3.67734
14703032,Private room,33,40.44673,-3.67241
14703033,Private room,50,40.41797,-3.70244
14704409,Entire home/apt,46,40.40375,-3.68068
14708647,Entire home/apt,90,40.4066,-3.70215
14725360,Private room,59,40.4086,-3.71466
14730017,Entire home/apt,79,40.44336,-3.5754
14735348,Entire home/apt,6000,40.41842,-3.69946
14738521,Private room,36,40.44957,-3.7042
14740087,Private room,50,40.48031,-3.72364
14750346,Private room,23,40.47355,-3.57688
14751089,Private room,16,40.37935,-3.6907
14754855,Entire home/apt,77,40.41158,-3.70581
14772349,Entire home/apt,102,40.42411,-3.70502
14777687,Entire home/apt,63,40.46049,-3.71046
14795435,Private room,23,40.47572,-3.57674
14806012,Private room,25,40.49246,-3.68736
14819428,Entire home/apt,129,40.43609,-3.7167
14822090,Entire home/apt,48,40.45639,-3.70209
14830273,Entire home/apt,160,40.4104,-3.70246
14838378,Entire home/apt,60,40.41193,-3.69471
14847711,Entire home/apt,69,40.45803,-3.67939
14850272,Private room,98,40.44148,-3.60867
14852202,Private room,75,40.48971,-3.72835
14854074,Entire home/apt,134,40.41404,-3.69717
14854217,Entire home/apt,140,40.42248,-3.69816
14862474,Entire home/apt,59,40.39473,-3.72741
14863095,Entire home/apt,84,40.4142,-3.69907
14863261,Private room,20,40.43126,-3.67736
14865090,Entire home/apt,62,40.40779,-3.69683
14865715,Private room,30,40.41357,-3.71065
14867302,Private room,30,40.4148,-3.71119
14869725,Entire home/apt,58,40.44693,-3.70091
14870504,Private room,30,40.41348,-3.71121
14882631,Entire home/apt,50,40.41163,-3.7208
14889957,Hotel room,41,40.41797,-3.70244
14892632,Entire home/apt,89,40.41296,-3.69782
14895958,Entire home/apt,83,40.42864,-3.70146
14909890,Entire home/apt,294,40.42916,-3.68475
14913490,Private room,51,40.45126,-3.67773
14921660,Entire home/apt,69,40.42355,-3.70474
14927666,Private room,36,40.41265,-3.71284
14937541,Private room,42,40.4188,-3.69999
14937663,Private room,25,40.42969,-3.67962
14943319,Entire home/apt,80,40.41505,-3.70711
14943516,Entire home/apt,93,40.45364,-3.68196
14947611,Entire home/apt,62,40.42369,-3.69131
14949924,Private room,51,40.42535,-3.66766
14957137,Entire home/apt,160,40.41812,-3.69471
14957501,Entire home/apt,48,40.42221,-3.71078
14959793,Entire home/apt,68,40.42481,-3.70313
14961050,Private room,18,40.38473,-3.7452
14961129,Private room,45,40.4073,-3.7062
14967439,Private room,24,40.38674,-3.72244
14976208,Private room,40,40.46761,-3.66466
14987359,Private room,28,40.39862,-3.74508
14988853,Private room,15,40.39878,-3.66842
14994623,Entire home/apt,170,40.41243,-3.70164
14997405,Entire home/apt,110,40.45348,-3.67028
14997760,Hotel room,41,40.41797,-3.70244
15001584,Private room,19,40.48261,-3.72146
15004131,Private room,33,40.41741,-3.6747
15005208,Private room,33,40.39842,-3.69295
15006369,Entire home/apt,99,40.41808,-3.7075
15012312,Entire home/apt,60,40.39707,-3.66571
15012720,Private room,90,40.42588,-3.6621
15014198,Entire home/apt,65,40.42127,-3.69766
15017291,Entire home/apt,51,40.41159,-3.70119
15019446,Entire home/apt,50,40.40055,-3.70107
15019684,Entire home/apt,42,40.42194,-3.6998
15020646,Entire home/apt,55,40.42052,-3.67754
15030779,Entire home/apt,60,40.41138,-3.70085
15032006,Entire home/apt,60,40.42545,-3.70239
15046681,Private room,25,40.3987,-3.70847
15048152,Entire home/apt,100,40.45018,-3.6772
15048220,Entire home/apt,200,40.42818,-3.68229
15055155,Entire home/apt,56,40.46394,-3.71696
15061273,Entire home/apt,79,40.39743,-3.66976
15061803,Private room,23,40.46313,-3.62476
15063477,Entire home/apt,80,40.40539,-3.67715
15068377,Private room,32,40.45804,-3.65896
15071081,Private room,35,40.41091,-3.70031
15080341,Private room,15,40.40777,-3.70322
15086384,Private room,114,40.42623,-3.70855
15095630,Private room,71,40.4575,-3.67773
15095901,Private room,56,40.45655,-3.67755
15096653,Entire home/apt,57,40.44837,-3.70251
15120210,Entire home/apt,80,40.39613,-3.69371
15122088,Private room,50,40.41508,-3.702
15122503,Private room,30,40.43082,-3.67825
15122527,Entire home/apt,999,40.41039,-3.70891
15126500,Entire home/apt,80,40.40675,-3.70944
15126556,Private room,30,40.45736,-3.78277
15128601,Entire home/apt,30,40.41853,-3.6971
15129620,Entire home/apt,103,40.42379,-3.70318
15130141,Entire home/apt,60,40.44145,-3.69994
15130796,Entire home/apt,173,40.42376,-3.70311
15141334,Entire home/apt,50,40.40806,-3.70334
15143840,Entire home/apt,40,40.41058,-3.70217
15152716,Entire home/apt,119,40.4343,-3.67767
15154657,Entire home/apt,53,40.45873,-3.67951
15156675,Private room,29,40.43333,-3.71257
15156803,Private room,45,40.47931,-3.64503
15158098,Entire home/apt,74,40.43059,-3.72017
15159063,Private room,30,40.42913,-3.67203
15161490,Private room,156,40.4218,-3.71159
15162524,Entire home/apt,76,40.4123,-3.70229
15163885,Hotel room,41,40.41797,-3.70244
15173717,Entire home/apt,70,40.40725,-3.70008
15174470,Private room,43,40.40244,-3.71046
15178078,Hotel room,44,40.4175,-3.70352
15179188,Private room,50,40.42543,-3.69817
15184769,Private room,100,40.43224,-3.66771
15193714,Private room,85,40.42286,-3.66461
15197149,Entire home/apt,8000,40.4255,-3.7314
15202496,Entire home/apt,50,40.43436,-3.70615
15203351,Entire home/apt,70,40.40991,-3.69924
15203472,Entire home/apt,8465,40.39522,-3.69516
15205912,Entire home/apt,45,40.42648,-3.67539
15206279,Private room,33,40.51417,-3.67419
15206368,Entire home/apt,68,40.41155,-3.69914
15206536,Entire home/apt,80,40.41991,-3.70654
15209435,Entire home/apt,8000,40.40307,-3.75896
15210164,Entire home/apt,50,40.38422,-3.71142
15210198,Entire home/apt,56,40.42155,-3.69934
15229880,Entire home/apt,62,40.41465,-3.70334
15230590,Entire home/apt,53,40.41424,-3.70154
15231742,Entire home/apt,56,40.43326,-3.70411
15233288,Entire home/apt,200,40.43423,-3.71697
15237452,Hotel room,37,40.41797,-3.70244
15241162,Entire home/apt,8000,40.37869,-3.69876
15241290,Entire home/apt,8000,40.40276,-3.74719
15243380,Entire home/apt,114,40.41481,-3.71173
15243863,Entire home/apt,56,40.40829,-3.69627
15247674,Entire home/apt,99,40.42056,-3.71777
15248512,Private room,41,40.4463,-3.70588
15259954,Entire home/apt,200,40.45478,-3.70602
15267880,Entire home/apt,80,40.41412,-3.70441
15269615,Entire home/apt,100,40.41633,-3.70361
15276040,Entire home/apt,56,40.42546,-3.71379
15276411,Private room,16,40.42805,-3.65135
15277531,Entire home/apt,285,40.40765,-3.68538
15278012,Private room,34,40.40882,-3.69901
15278892,Entire home/apt,125,40.43174,-3.71564
15291082,Entire home/apt,129,40.41745,-3.70147
15291323,Entire home/apt,62,40.41143,-3.70634
15291983,Hotel room,132,40.42324,-3.7006
15292998,Entire home/apt,80,40.40557,-3.69802
15293220,Entire home/apt,70,40.4192,-3.70287
15293222,Entire home/apt,64,40.42425,-3.70845
15308709,Entire home/apt,34,40.40969,-3.70842
15312020,Entire home/apt,89,40.42518,-3.69706
15316088,Private room,25,40.37348,-3.76322
15323656,Entire home/apt,58,40.41584,-3.69956
15325421,Entire home/apt,60,40.42593,-3.69101
15326621,Entire home/apt,89,40.41396,-3.70655
15331348,Entire home/apt,39,40.425,-3.70534
15334645,Entire home/apt,55,40.41339,-3.70986
15338975,Private room,20,40.40715,-3.64361
15340379,Entire home/apt,100,40.40896,-3.70106
15342321,Entire home/apt,56,40.423,-3.70544
15343140,Entire home/apt,98,40.3983,-3.67735
15345037,Private room,39,40.40966,-3.71203
15347456,Private room,12,40.41089,-3.73507
15353038,Entire home/apt,71,40.41584,-3.70467
15356355,Private room,21,40.4152,-3.70491
15369047,Entire home/apt,80,40.40608,-3.69753
15369122,Private room,22,40.37921,-3.65801
15372652,Entire home/apt,58,40.43475,-3.64218
15373868,Entire home/apt,55,40.42135,-3.65595
15377196,Entire home/apt,321,40.41247,-3.70713
15384836,Private room,50,40.43821,-3.68246
15391441,Entire home/apt,52,40.40275,-3.69149
15397031,Entire home/apt,200,40.43147,-3.68592
15398979,Entire home/apt,145,40.41357,-3.70767
15402169,Entire home/apt,150,40.46193,-3.6848
15402634,Private room,36,40.40578,-3.70058
15405680,Entire home/apt,60,40.44838,-3.70112
15407681,Private room,35,40.4525,-3.69659
15428073,Entire home/apt,150,40.42197,-3.7055
15429065,Private room,27,40.40963,-3.70739
15433468,Private room,86,40.35365,-3.68998
15435655,Entire home/apt,125,40.41469,-3.69683
15441456,Entire home/apt,113,40.41701,-3.70219
15442250,Entire home/apt,123,40.41255,-3.70897
15442540,Entire home/apt,90,40.41176,-3.6995
15443345,Private room,37,40.41847,-3.70075
15445749,Entire home/apt,81,40.40329,-3.66978
15445910,Entire home/apt,189,40.41216,-3.6992
15452140,Entire home/apt,99,40.43094,-3.70488
15452937,Entire home/apt,63,40.40857,-3.69968
15456285,Entire home/apt,200,40.40931,-3.69968
15460051,Entire home/apt,90,40.42558,-3.67885
15467007,Entire home/apt,90,40.4172,-3.70748
15471882,Private room,60,40.46378,-3.69144
15472850,Entire home/apt,110,40.4143,-3.71319
15473867,Entire home/apt,43,40.41033,-3.70944
15481960,Private room,30,40.43142,-3.71982
15482866,Entire home/apt,85,40.41348,-3.69719
15483686,Entire home/apt,95,40.36345,-3.76444
15484780,Private room,62,40.41719,-3.70902
15487784,Entire home/apt,38,40.40862,-3.69251
15487938,Entire home/apt,47,40.40832,-3.70385
15490428,Private room,800,40.45463,-3.71338
15491094,Entire home/apt,49,40.34314,-3.68894
15491143,Entire home/apt,33,40.41923,-3.70476
15494420,Entire home/apt,128,40.43383,-3.69146
15495227,Private room,20,40.39443,-3.71186
15495427,Private room,40,40.39486,-3.7118
15498951,Private room,20,40.43268,-3.71659
15501758,Entire home/apt,250,40.4289,-3.70125
15503557,Entire home/apt,129,40.42025,-3.67761
15507824,Private room,20,40.37538,-3.62498
15508286,Entire home/apt,76,40.4029,-3.68316
15510022,Private room,25,40.42346,-3.70187
15510597,Entire home/apt,146,40.4165,-3.69679
15517789,Entire home/apt,143,40.44522,-3.67553
15518354,Entire home/apt,84,40.43877,-3.6902
15522468,Private room,40,40.4126,-3.70173
15523261,Private room,30,40.42347,-3.70126
15525981,Entire home/apt,86,40.41372,-3.6982
15539547,Entire home/apt,40,40.48705,-3.68808
15540959,Entire home/apt,123,40.42755,-3.7027
15541284,Entire home/apt,131,40.42475,-3.70683
15543238,Entire home/apt,70,40.41504,-3.70712
15545376,Entire home/apt,40,40.4356,-3.65748
15556285,Entire home/apt,56,40.43095,-3.67234
15558149,Entire home/apt,184,40.4192,-3.70177
15558429,Entire home/apt,66,40.41454,-3.69894
15561661,Private room,35,40.43727,-3.64821
15562768,Entire home/apt,65,40.4151,-3.70225
15566594,Entire home/apt,40,40.40869,-3.71046
15574744,Entire home/apt,213,40.4268,-3.6784
15576015,Entire home/apt,129,40.43333,-3.69142
15577292,Entire home/apt,200,40.39846,-3.65617
15577318,Entire home/apt,116,40.42426,-3.70909
15578903,Private room,21,40.39083,-3.75976
15607646,Entire home/apt,99,40.43383,-3.69146
15609190,Private room,39,40.4348,-3.68346
15609713,Private room,60,40.43422,-3.68005
15612603,Private room,25,40.4583,-3.70074
15617499,Private room,25,40.43491,-3.61782
15626986,Entire home/apt,56,40.41847,-3.70075
15632664,Entire home/apt,81,40.41958,-3.70818
15642904,Entire home/apt,53,40.40519,-3.71062
15643107,Entire home/apt,50,40.43946,-3.68875
15645521,Entire home/apt,9999,40.4053,-3.69149
15646364,Private room,85,40.42841,-3.70096
15649818,Entire home/apt,130,40.44396,-3.66836
15651554,Entire home/apt,41,40.42772,-3.70439
15652156,Entire home/apt,76,40.41631,-3.70628
15653689,Entire home/apt,65,40.40631,-3.67586
15656460,Entire home/apt,150,40.41602,-3.70478
15661778,Entire home/apt,18,40.4105,-3.69331
15677606,Entire home/apt,80,40.41877,-3.70703
15699545,Private room,40,40.42739,-3.69238
15699859,Entire home/apt,350,40.41354,-3.70361
15705280,Entire home/apt,61,40.42528,-3.7039
15705869,Entire home/apt,65,40.45719,-3.67296
15711774,Entire home/apt,104,40.42143,-3.70409
15711809,Private room,32,40.42607,-3.69217
15712194,Entire home/apt,999,40.40885,-3.71009
15713797,Private room,71,40.46378,-3.69675
15715749,Private room,70,40.46081,-3.68666
15717342,Entire home/apt,65,40.39697,-3.66581
15719217,Entire home/apt,35,40.40625,-3.7011
15724662,Private room,17,40.40378,-3.63835
15728951,Entire home/apt,75,40.41219,-3.70555
15736028,Entire home/apt,55,40.40786,-3.70223
15754269,Private room,21,40.47433,-3.57532
15757008,Entire home/apt,147,40.43744,-3.69767
15764378,Private room,76,40.46675,-3.67197
15765215,Entire home/apt,70,40.43016,-3.71603
15765954,Private room,32,40.4126,-3.69979
15768899,Entire home/apt,38,40.42422,-3.67839
15778776,Entire home/apt,90,40.42797,-3.67722
15779803,Entire home/apt,45,40.41255,-3.70341
15782455,Private room,49,40.40461,-3.71299
15783473,Private room,32,40.42118,-3.71675
15785835,Entire home/apt,45,40.39296,-3.65643
15794636,Entire home/apt,125,40.40393,-3.7481
15795938,Entire home/apt,85,40.42407,-3.72487
15800393,Private room,99,40.45122,-3.68885
15800603,Entire home/apt,70,40.41164,-3.70377
15802046,Private room,26,40.47739,-3.65841
15812097,Hotel room,55,40.4311,-3.67373
15823039,Entire home/apt,80,40.41025,-3.71852
15825062,Entire home/apt,79,40.42937,-3.68681
15831975,Private room,20,40.43126,-3.67704
15837273,Private room,15,40.41432,-3.7002
15841225,Entire home/apt,263,40.42713,-3.6979
15842767,Private room,21,40.39508,-3.75886
15844235,Entire home/apt,180,40.42888,-3.69903
15849239,Entire home/apt,105,40.40865,-3.70137
15857341,Entire home/apt,100,40.41019,-3.7036
15862742,Entire home/apt,140,40.44917,-3.61064
15864087,Entire home/apt,124,40.42409,-3.70944
15864256,Entire home/apt,79,40.43389,-3.69155
15868228,Entire home/apt,75,40.41782,-3.70752
15869356,Entire home/apt,114,40.40976,-3.70563
15869627,Private room,24,40.46709,-3.70055
15876764,Private room,200,40.37268,-3.60831
15878524,Entire home/apt,74,40.42028,-3.70735
15878783,Entire home/apt,93,40.41434,-3.6941
15879219,Entire home/apt,106,40.41381,-3.69672
15879980,Entire home/apt,80,40.42022,-3.69825
15881834,Entire home/apt,90,40.41191,-3.71201
15884943,Entire home/apt,150,40.42148,-3.71007
15891791,Entire home/apt,68,40.41239,-3.70304
15892968,Private room,19,40.38971,-3.7425
15894736,Entire home/apt,40,40.42303,-3.70221
15895803,Private room,38,40.4043,-3.71177
15898112,Private room,15,40.41096,-3.61372
15899111,Entire home/apt,66,40.433,-3.65797
15899424,Entire home/apt,90,40.45052,-3.70758
15905678,Entire home/apt,50,40.42353,-3.7115
15907899,Private room,200,40.37227,-3.60789
15908404,Entire home/apt,52,40.4784,-3.72955
15909593,Entire home/apt,91,40.44199,-3.69831
15910901,Entire home/apt,44,40.41038,-3.69362
15912938,Entire home/apt,6000,40.41516,-3.70372
15916793,Entire home/apt,166,40.45907,-3.69406
15920914,Entire home/apt,90,40.47734,-3.65076
15923614,Private room,27,40.40717,-3.68005
15923933,Private room,19,40.4049,-3.67856
15928713,Entire home/apt,140,40.42602,-3.7051
15929441,Entire home/apt,47,40.4199,-3.70144
15933969,Private room,24,40.4277,-3.67804
15934090,Private room,19,40.46777,-3.65551
15934818,Entire home/apt,80,40.37083,-3.60869
15935388,Private room,84,40.4104,-3.70779
15937086,Private room,20,40.42491,-3.69751
15950636,Private room,28,40.43033,-3.73578
15960496,Entire home/apt,8000,40.33377,-3.70335
15961919,Entire home/apt,9856,40.40766,-3.69952
15968763,Entire home/apt,170,40.42252,-3.68271
15969989,Entire home/apt,107,40.42204,-3.7077
15976805,Entire home/apt,75,40.43383,-3.69146
15984990,Entire home/apt,180,40.41663,-3.71061
15985820,Entire home/apt,73,40.42841,-3.70175
15986705,Entire home/apt,133,40.42024,-3.70094
15994617,Private room,28,40.42281,-3.70297
15995740,Private room,20,40.44366,-3.63272
15999012,Private room,39,40.4053,-3.71078
16002852,Entire home/apt,50,40.40694,-3.67851
16008676,Shared room,90,40.40923,-3.7073
16011511,Entire home/apt,38,40.43429,-3.67312
16011916,Entire home/apt,110,40.42498,-3.70379
16012527,Entire home/apt,80,40.42461,-3.69877
16013962,Private room,150,40.44622,-3.66834
16014357,Entire home/apt,48,40.41648,-3.71166
16015893,Entire home/apt,52,40.42139,-3.71851
16023495,Entire home/apt,97,40.42457,-3.70215
16024004,Entire home/apt,153,40.42414,-3.69964
16024977,Entire home/apt,90,40.40347,-3.69572
16025206,Entire home/apt,73,40.39719,-3.69882
16025541,Entire home/apt,51,40.40056,-3.72222
16027015,Entire home/apt,86,40.41031,-3.70712
16036174,Entire home/apt,51,40.43229,-3.71549
16038478,Entire home/apt,85,40.41928,-3.70127
16038916,Entire home/apt,54,40.43985,-3.62632
16050778,Entire home/apt,56,40.40291,-3.59151
16051714,Private room,23,40.42779,-3.64134
16058604,Entire home/apt,64,40.42207,-3.69858
16060077,Entire home/apt,62,40.40271,-3.69212
16061370,Entire home/apt,89,40.41993,-3.70088
16067811,Entire home/apt,70,40.42125,-3.70082
16074375,Entire home/apt,84,40.40926,-3.70047
16075587,Entire home/apt,83,40.41782,-3.70443
16075588,Entire home/apt,177,40.41782,-3.70443
16075590,Entire home/apt,118,40.41782,-3.70443
16075591,Entire home/apt,177,40.41782,-3.70443
16075592,Entire home/apt,107,40.41782,-3.70443
16075593,Entire home/apt,177,40.41782,-3.70443
16075595,Entire home/apt,107,40.41758,-3.69789
16075597,Entire home/apt,42,40.41291,-3.69826
16075598,Entire home/apt,118,40.42133,-3.7013
16075599,Entire home/apt,34,40.45308,-3.7051
16075604,Entire home/apt,48,40.42899,-3.70045
16075606,Entire home/apt,59,40.40741,-3.69757
16075607,Entire home/apt,83,40.42096,-3.67789
16075609,Entire home/apt,59,40.47512,-3.71388
16075617,Entire home/apt,77,40.41639,-3.70432
16075619,Entire home/apt,59,40.43872,-3.674
16075620,Entire home/apt,42,40.45591,-3.66719
16075624,Entire home/apt,59,40.42742,-3.70301
16075627,Entire home/apt,36,40.41555,-3.70644
16083758,Entire home/apt,61,40.4305,-3.67598
16090670,Entire home/apt,163,40.4097,-3.69599
16092627,Entire home/apt,75,40.40474,-3.69203
16093076,Private room,23,40.41516,-3.70406
16093397,Entire home/apt,70,40.42295,-3.70022
16099396,Entire home/apt,48,40.42414,-3.70514
16105036,Entire home/apt,109,40.43383,-3.69146
16109272,Entire home/apt,90,40.40708,-3.69865
16110483,Entire home/apt,91,40.42543,-3.69961
16120196,Private room,79,40.41877,-3.67352
16134982,Entire home/apt,51,40.41962,-3.70386
16139221,Private room,25,40.43837,-3.65239
16139575,Entire home/apt,129,40.49066,-3.72134
16140167,Private room,25,40.42652,-3.66714
16140561,Entire home/apt,65,40.43351,-3.69979
16144069,Entire home/apt,35,40.41845,-3.70868
16144253,Entire home/apt,36,40.4169,-3.70838
16144315,Entire home/apt,36,40.41751,-3.70666
16144353,Entire home/apt,40,40.41814,-3.70655
16146031,Entire home/apt,69,40.42047,-3.69939
16146747,Entire home/apt,39,40.40168,-3.72281
16146904,Entire home/apt,70,40.40976,-3.70471
16151376,Private room,150,40.43623,-3.62453
16151975,Entire home/apt,150,40.41703,-3.71013
16152185,Entire home/apt,40,40.42142,-3.69658
16153065,Private room,22,40.41358,-3.71137
16154079,Entire home/apt,85,40.42141,-3.69927
16162365,Private room,35,40.4269,-3.67679
16168583,Entire home/apt,84,40.43383,-3.69146
16171987,Private room,77,40.42384,-3.68694
16174382,Private room,40,40.42192,-3.69857
16183675,Entire home/apt,80,40.41111,-3.7055
16183918,Entire home/apt,113,40.50486,-3.67406
16184158,Entire home/apt,126,40.50441,-3.67284
16185242,Private room,23,40.39476,-3.76323
16188281,Entire home/apt,77,40.41509,-3.70204
16197894,Private room,19,40.43536,-3.61791
16198827,Shared room,45,40.45653,-3.68946
16199300,Entire home/apt,50,40.41136,-3.697
16200690,Entire home/apt,123,40.43383,-3.69146
16203444,Private room,20,40.3826,-3.74347
16204437,Private room,18,40.38238,-3.74359
16204754,Entire home/apt,72,40.40536,-3.69141
16204772,Private room,25,40.39039,-3.71591
16213533,Entire home/apt,50,40.42649,-3.70154
16213864,Entire home/apt,43,40.41176,-3.69557
16217850,Entire home/apt,55,40.43318,-3.71337
16224141,Entire home/apt,55,40.42446,-3.70714
16224754,Private room,35,40.44747,-3.77839
16224779,Private room,45,40.44737,-3.77881
16234394,Entire home/apt,69,40.50447,-3.6968
16236943,Entire home/apt,94,40.42088,-3.70719
16240876,Private room,35,40.4154,-3.67192
16248615,Entire home/apt,50,40.41242,-3.71881
16249105,Entire home/apt,58,40.42398,-3.70086
16254270,Entire home/apt,45,40.38631,-3.66275
16254598,Private room,21,40.42742,-3.70821
16255539,Entire home/apt,45,40.507,-3.67153
16257041,Entire home/apt,46,40.38554,-3.70331
16257091,Private room,50,40.44526,-3.786
16257550,Entire home/apt,68,40.40872,-3.69895
16261002,Entire home/apt,136,40.42973,-3.67223
16264717,Entire home/apt,41,40.4114,-3.70188
16267406,Private room,24,40.4131,-3.73255
16270115,Entire home/apt,106,40.40902,-3.71051
16279601,Entire home/apt,149,40.42699,-3.71886
16286152,Entire home/apt,66,40.44339,-3.66868
16286535,Entire home/apt,242,40.41592,-3.70685
16287124,Private room,33,40.45684,-3.58797
16287474,Entire home/apt,68,40.39918,-3.69849
16287504,Private room,17,40.39394,-3.70888
16291069,Entire home/apt,75,40.41401,-3.70512
16300463,Entire home/apt,300,40.41051,-3.71487
16305644,Private room,14,40.43417,-3.7116
16306682,Private room,15,40.47573,-3.64745
16309813,Entire home/apt,60,40.42088,-3.70472
16310565,Private room,18,40.41071,-3.73493
16318274,Entire home/apt,80,40.42697,-3.67311
16319424,Entire home/apt,75,40.40456,-3.69538
16320103,Entire home/apt,64,40.4244,-3.70712
16320249,Entire home/apt,73,40.41157,-3.70159
16320318,Entire home/apt,33,40.42657,-3.70555
16320453,Entire home/apt,71,40.42427,-3.70573
16332853,Entire home/apt,59,40.42704,-3.71245
16335316,Entire home/apt,144,40.45871,-3.67296
16343582,Entire home/apt,35,40.42559,-3.70763
16343707,Entire home/apt,36,40.42448,-3.70756
16347537,Entire home/apt,47,40.42399,-3.70761
16347812,Entire home/apt,45,40.42246,-3.68515
16351892,Entire home/apt,36,40.40843,-3.69977
16356985,Entire home/apt,79,40.42102,-3.70205
16358501,Entire home/apt,81,40.42264,-3.7026
16358569,Entire home/apt,58,40.40061,-3.69668
16359511,Private room,56,40.45539,-3.6988
16360014,Private room,50,40.41477,-3.70163
16361123,Entire home/apt,45,40.44326,-3.67705
16361608,Entire home/apt,64,40.42662,-3.70458
16361789,Entire home/apt,89,40.41476,-3.70269
16363386,Private room,18,40.43118,-3.67657
16374079,Entire home/apt,91,40.42212,-3.70482
16375425,Shared room,48,40.42025,-3.70567
16376241,Entire home/apt,131,40.43496,-3.66446
16377330,Private room,15,40.4315,-3.71975
16378071,Entire home/apt,200,40.4398,-3.69992
16378686,Entire home/apt,58,40.44851,-3.70232
16380523,Entire home/apt,34,40.39615,-3.71368
16386018,Entire home/apt,56,40.41058,-3.70217
16386045,Private room,27,40.40964,-3.70117
16388098,Entire home/apt,42,40.42455,-3.70735
16388405,Private room,38,40.43352,-3.7148
16389085,Shared room,75,40.43547,-3.7167
16390482,Private room,19,40.45091,-3.70253
16393295,Entire home/apt,69,40.41472,-3.7034
16393723,Entire home/apt,175,40.40867,-3.6798
16398593,Entire home/apt,70,40.38243,-3.65846
16399219,Entire home/apt,137,40.41758,-3.70125
16400714,Entire home/apt,40,40.41109,-3.70227
16402085,Entire home/apt,80,40.4173,-3.70394
16403148,Entire home/apt,109,40.4146,-3.70048
16410818,Entire home/apt,137,40.42213,-3.70278
16411092,Private room,52,40.46683,-3.63681
16411308,Entire home/apt,49,40.43675,-3.67862
16415918,Entire home/apt,36,40.39581,-3.66791
16419818,Entire home/apt,79,40.41044,-3.70081
16423991,Private room,26,40.38146,-3.69916
16425132,Entire home/apt,54,40.41037,-3.69753
